trip_id,supplier_location,destination_facility,carrier_name,carrier_type,mode_of_transport,delivery_datetime,idle_time_minutes,fuel_consumed_gallons,fuel_type,electricity_kwh,shipment_weight_lb,shipment_volume_ctf,pallets_packages,distance_traveled,invoice_amount_usd
TRIP00190,Los Angeles,Atlanta,UPS,,Sea,7/30/2025,146.13,230.25,Heavy Fuel Oil,0,5487.82,64.76,28,1151.26,965.39
TRIP00191,Tampa,Dallas,Maersk,,Sea,7/17/2025,14.61,587.57,Heavy Fuel Oil,0,16811.8,86.83,8,2937.85,1885.16
TRIP00192,Los Angeles,Los Angeles,Maersk,LTL,Road,3/6/2025,111.16,117.47,CNG,0,4698.39,67.52,29,704.82,736.38
TRIP00193,Dallas,Tampa,FedEx,,Sea,9/27/2025,50.49,210.17,Heavy Fuel Oil,0,11431.93,88.86,28,1050.85,1034.06
TRIP00194,Chicago,Tampa,Maersk,LTL,Road,2/8/2025,147.16,57.23,Gasoline,0,4939.13,72.5,24,343.35,510.46
TRIP00195,Dallas,New York,FedEx,,Sea,6/18/2025,59.84,577.96,Heavy Fuel Oil,0,18893.75,14.97,14,2889.82,1962.79
TRIP00196,Los Angeles,New York,DHL,,Sea,11/17/2025,154.18,538.84,Heavy Fuel Oil,0,358.74,9.47,23,2694.19,1584.27
TRIP00197,Los Angeles,Chicago,XPO Logistics,,Air,2/5/2025,161.75,41.22,Jet Fuel,0,17541.24,64.65,18,412.19,736.92
TRIP00198,Atlanta,Los Angeles,UPS,,Rail,2/16/2025,71.72,73.84,Diesel,0,6902.17,26.68,2,2461.46,1388.77
TRIP00199,Chicago,Tampa,Maersk,,Air,3/27/2025,84.14,15.1,Jet Fuel,0,16630.02,35.17,9,150.97,498.09
TRIP00200,Los Angeles,Dallas,FedEx,,Air,6/16/2025,29.42,91.87,Jet Fuel,0,18974.22,76.6,24,918.67,1078.82
TRIP00201,Tampa,Dallas,DHL,,Rail,8/9/2025,92.41,51.57,Diesel,0,19708.81,47.64,17,1719.04,1423.7
TRIP00202,Atlanta,Atlanta,XPO Logistics,,Sea,12/16/2025,53.84,312.35,Heavy Fuel Oil,0,14859.57,70.19,25,1561.75,1328.07
TRIP00203,Atlanta,Atlanta,FedEx,FTL,Road,11/14/2025,163.1,76.85,Gasoline,0,16715.11,98.46,26,461.1,824.85
TRIP00204,New York,Atlanta,Maersk,FTL,Road,8/24/2025,148.56,348.18,Diesel,0,13695.36,82.44,21,2089.1,1528.46
TRIP00205,Chicago,Dallas,FedEx,FTL,Road,6/26/2025,151.06,253.23,Gasoline,0,1436.79,41.12,6,1519.37,848.42
TRIP00206,Los Angeles,Chicago,Maersk,,Rail,6/4/2025,55.3,19.77,Diesel,0,318.82,14.55,25,658.94,585.85
TRIP00207,Atlanta,Chicago,FedEx,,Sea,5/2/2025,39.81,441.99,Heavy Fuel Oil,0,5089.54,63.68,21,2209.94,1416.76
TRIP00208,Chicago,New York,XPO Logistics,,Rail,6/1/2025,81.75,82.43,Diesel,0,8433.53,38.93,26,2747.52,1802.43
TRIP00209,Los Angeles,Dallas,Maersk,,Air,5/21/2025,112.54,109.39,Jet Fuel,0,19176.68,19.25,21,1093.92,1140.49
TRIP00210,Tampa,New York,XPO Logistics,,Air,9/12/2025,132.24,77.38,Jet Fuel,0,7846.98,29.58,4,773.78,583.83
TRIP00211,Dallas,Atlanta,UPS,,Rail,11/22/2025,172.19,27.8,Diesel,0,11371.45,48.13,15,926.51,840.68
TRIP00212,Atlanta,New York,UPS,,Rail,11/18/2025,54.58,13.45,Diesel,0,9726.72,27.72,15,448.25,568.66
TRIP00213,Tampa,Los Angeles,DHL,,Air,8/14/2025,36.29,180.55,Jet Fuel,0,1123.37,50.14,13,1805.48,1055.21
TRIP00214,Tampa,New York,UPS,,Rail,2/16/2025,133.79,56.66,Diesel,0,9537.32,35.09,8,1888.83,1215.16
TRIP00215,Dallas,Dallas,UPS,,Sea,4/13/2025,22.91,302.34,Heavy Fuel Oil,0,13799.21,44.05,7,1511.7,1101.83
TRIP00216,Atlanta,New York,XPO Logistics,,Rail,9/14/2025,110.34,8.38,Diesel,0,146.55,96.8,6,279.41,202.64
TRIP00217,Dallas,Atlanta,Maersk,,Rail,6/1/2025,144.3,33.45,Diesel,0,1922.48,91.81,29,1114.87,885.88
TRIP00218,Los Angeles,Dallas,Maersk,,Air,2/8/2025,158.4,208.72,Jet Fuel,0,10473.88,9.58,16,2087.15,1413.05
TRIP00219,Atlanta,Atlanta,XPO Logistics,,Sea,7/7/2025,118.33,442.01,Heavy Fuel Oil,0,16150.57,66.22,22,2210.06,1648.04
TRIP00220,Tampa,Chicago,DHL,,Air,10/2/2025,177.9,294.27,Jet Fuel,0,18076.94,65.02,27,2942.7,2102.89
TRIP00221,Tampa,Chicago,DHL,,Rail,10/27/2025,179.89,85.05,Diesel,0,884.59,70.85,7,2834.98,1505.18
TRIP00222,Chicago,Los Angeles,FedEx,,Rail,12/12/2025,128.56,50.69,Diesel,0,9516.88,31.97,15,1689.63,1185.15
TRIP00223,Atlanta,Chicago,XPO Logistics,,Air,10/15/2025,145.21,92.72,Jet Fuel,0,18495.48,97.13,23,927.18,1063.5
TRIP00224,Dallas,New York,FedEx,FTL,Road,12/25/2025,150.92,374.66,Gasoline,0,1192.16,46.06,27,2247.94,1417.81
TRIP00225,Tampa,Atlanta,FedEx,,Air,6/5/2025,91.78,15.92,Jet Fuel,0,11965.77,23.77,28,159.17,598.9
TRIP00226,Chicago,Tampa,UPS,,Air,10/3/2025,21.11,266.07,Jet Fuel,0,10652.28,44.66,23,2660.75,1773.42
TRIP00227,Atlanta,Chicago,DHL,,Sea,12/10/2025,135.44,196.02,Heavy Fuel Oil,0,10835.88,79.28,25,980.11,956.77
TRIP00228,Los Angeles,Los Angeles,XPO Logistics,,Sea,3/21/2025,14.15,316.9,Heavy Fuel Oil,0,8593.66,87.79,2,1584.5,984.12
TRIP00229,Chicago,Los Angeles,Maersk,,Air,11/12/2025,75.27,261.68,Jet Fuel,0,523.26,87.6,13,2616.79,1448.86
TRIP00230,Chicago,Dallas,DHL,,Air,4/22/2025,140.42,280.11,Jet Fuel,0,1493.59,1.94,29,2801.14,1720.44
TRIP00231,Chicago,Chicago,DHL,LTL,Road,12/18/2025,56.19,205.95,CNG,0,9649.52,63.12,24,1235.7,1050.84
TRIP00232,Dallas,Tampa,DHL,,Sea,4/8/2025,135.39,244.99,Heavy Fuel Oil,0,1924.82,34.3,20,1224.95,850.97
TRIP00233,Tampa,Chicago,UPS,,Air,11/25/2025,60.37,75.44,Jet Fuel,0,2298.43,36.11,18,754.39,603.16
TRIP00234,Los Angeles,New York,FedEx,,Air,6/20/2025,17.67,73.91,Jet Fuel,0,937.65,2.77,14,739.14,528.32
TRIP00235,Atlanta,Atlanta,FedEx,LTL,Road,10/28/2025,171.49,62.16,Diesel,0,7893.44,13.32,27,372.93,614.33
TRIP00236,Dallas,Atlanta,DHL,,Air,3/16/2025,160.31,236.97,Jet Fuel,0,1879.28,42.34,24,2369.72,1462.45
TRIP00237,Atlanta,New York,UPS,,Rail,2/26/2025,178.5,54.67,Diesel,0,18084.11,98.93,7,1822.36,1342.86
TRIP00238,Los Angeles,Tampa,FedEx,FTL,Road,5/2/2025,151.21,122.24,Diesel,0,18860.36,65.32,21,733.43,953.92
TRIP00239,Atlanta,Dallas,UPS,,Air,8/4/2025,41.69,40.5,Jet Fuel,0,1034.21,39.02,9,405,313.18
TRIP00240,New York,Tampa,Maersk,,Air,8/18/2025,46.78,234.98,Jet Fuel,0,7067.49,6.73,15,2349.77,1466.23
TRIP00241,Dallas,New York,Maersk,,Air,9/15/2025,77.36,157.89,Jet Fuel,0,11985.75,52.98,27,1578.87,1299.15
TRIP00242,Atlanta,New York,XPO Logistics,,Air,6/4/2025,48.15,228.68,Jet Fuel,0,13950.81,16.24,3,2286.8,1452.42
TRIP00243,Chicago,Los Angeles,FedEx,,Air,9/3/2025,156.22,71.03,Jet Fuel,0,10785.79,59.7,14,710.26,710.85
TRIP00244,Chicago,Chicago,Maersk,,Air,12/31/2025,161.09,139.94,Jet Fuel,0,7884.28,28.02,29,1399.42,1147.4
TRIP00245,Chicago,Tampa,DHL,,Air,11/8/2025,168.37,286.92,Jet Fuel,0,17256.34,81.14,8,2869.17,1859.71
TRIP00246,Atlanta,Tampa,DHL,FTL,Road,7/15/2025,54.16,369.81,CNG,0,5699.68,26.01,6,2218.88,1283.43
TRIP00247,Dallas,Chicago,FedEx,,Sea,12/26/2025,28.61,436.82,Heavy Fuel Oil,0,9967.93,9.02,28,2184.09,1571.4
TRIP00248,Tampa,Los Angeles,Maersk,FTL,Road,4/27/2025,91.7,448.12,Gasoline,0,19830.36,7.09,13,2688.72,1870.97
TRIP00249,Chicago,Chicago,DHL,,Air,8/7/2025,102.44,179.76,Jet Fuel,0,16511.15,35.43,2,1797.6,1249.02
TRIP00250,Dallas,Los Angeles,DHL,,Rail,3/20/2025,121.94,78.01,Diesel,0,14704.81,52.6,16,2600.25,1754.22
TRIP00251,Los Angeles,Chicago,FedEx,,Air,2/13/2025,50.58,255.92,Jet Fuel,0,17359.15,71.13,11,2559.22,1736.79
TRIP00252,Tampa,Chicago,DHL,,Air,3/8/2025,36.96,279.38,Jet Fuel,0,2206.1,70.2,28,2793.77,1721.01
TRIP00253,New York,Tampa,FedEx,,Rail,7/30/2025,10.87,79.46,Diesel,0,17449.69,3.9,23,2648.57,1903.28
TRIP00254,Dallas,Los Angeles,FedEx,,Sea,5/28/2025,149.05,493.77,Heavy Fuel Oil,0,4649.64,90.96,18,2468.84,1507.41
TRIP00255,New York,Dallas,FedEx,,Rail,10/23/2025,114.88,75.14,Diesel,0,10198.61,1.63,13,2504.8,1586.37
TRIP00256,New York,Atlanta,Maersk,LTL,Road,2/25/2025,11.54,490.75,CNG,0,12673.09,26.72,28,2944.5,2005.71
TRIP00257,Dallas,Tampa,XPO Logistics,,Rail,4/26/2025,102.02,73.95,Diesel,0,2656.13,29.05,7,2465.1,1355.67
TRIP00258,Chicago,New York,XPO Logistics,,Air,12/3/2025,27.43,289.08,Jet Fuel,0,6903.26,63.63,5,2890.83,1633.48
TRIP00259,Los Angeles,Dallas,UPS,,Air,5/20/2025,38.28,281.48,Jet Fuel,0,13788.93,7.72,27,2814.82,1953.19
TRIP00260,Los Angeles,Dallas,DHL,,Rail,1/4/2025,115.56,69.73,Diesel,0,14200.58,47.88,22,2324.4,1666.21
TRIP00261,Atlanta,Atlanta,FedEx,,Sea,3/14/2025,85.81,36.99,Heavy Fuel Oil,0,17443.58,97.38,29,184.94,731.34
TRIP00262,Los Angeles,Los Angeles,FedEx,,Air,9/29/2025,13.76,196.03,Jet Fuel,0,11928.48,38.98,29,1960.34,1508.74
TRIP00263,Atlanta,Chicago,Maersk,,Sea,6/24/2025,10.18,200.93,Heavy Fuel Oil,0,9824,77.27,26,1004.65,958.81
TRIP00264,Atlanta,Dallas,DHL,,Rail,10/18/2025,86.74,15.57,Diesel,0,9423.93,94.49,3,518.87,477.91
TRIP00265,New York,Tampa,UPS,,Air,3/22/2025,152.79,53.27,Jet Fuel,0,15916.71,69.67,20,532.69,784.68
TRIP00266,New York,Tampa,DHL,,Air,8/15/2025,171.65,232.98,Jet Fuel,0,4678.07,14,3,2329.83,1288.48
TRIP00267,Los Angeles,Chicago,XPO Logistics,,Sea,8/15/2025,155.75,99.12,Heavy Fuel Oil,0,8703.46,94.42,16,495.62,581.88
TRIP00268,Chicago,Dallas,XPO Logistics,LTL,Road,6/26/2025,79.59,482.56,Gasoline,0,15225.87,44.79,27,2895.34,2022.19
TRIP00269,Los Angeles,Los Angeles,XPO Logistics,,Sea,12/8/2025,120.78,537.52,Heavy Fuel Oil,0,4676.1,22.1,17,2687.59,1607.32
TRIP00270,Dallas,Tampa,Maersk,LTL,Road,1/4/2025,37.07,189.53,Diesel,0,17300.73,47.85,8,1137.15,994.59
TRIP00271,Atlanta,Dallas,DHL,,Rail,3/3/2025,153.61,19.53,Diesel,0,1914.17,16.21,27,650.92,633.74
TRIP00272,Tampa,Chicago,UPS,,Sea,3/8/2025,165.01,459,Heavy Fuel Oil,0,12561.78,13.99,21,2295.02,1608.75
TRIP00273,Chicago,New York,XPO Logistics,FTL,Road,2/6/2025,111.72,484.03,CNG,0,3790.63,46.75,14,2904.16,1667.89
TRIP00274,Tampa,Chicago,Maersk,,Air,2/9/2025,93.57,184.16,Jet Fuel,0,5026.05,56.28,16,1841.55,1181.3
TRIP00275,Dallas,New York,XPO Logistics,,Sea,7/27/2025,83.65,47.88,Heavy Fuel Oil,0,11681.23,27.63,24,239.42,593.33
TRIP00276,Los Angeles,Los Angeles,DHL,,Sea,2/28/2025,91.59,590.77,Heavy Fuel Oil,0,3076.65,47,18,2953.84,1718.45
TRIP00277,Chicago,Tampa,UPS,,Rail,11/13/2025,171.95,54.6,Diesel,0,5904.09,69.8,1,1820.06,1038.11
TRIP00278,Chicago,Los Angeles,FedEx,,Rail,8/12/2025,51.15,81.84,Diesel,0,14513.28,75.17,9,2728.07,1744.3
TRIP00279,Tampa,Atlanta,XPO Logistics,,Sea,7/25/2025,45.76,592.13,Heavy Fuel Oil,0,2935.66,50.39,22,2960.65,1759.04
TRIP00280,New York,Tampa,DHL,,Sea,6/23/2025,98.01,214.15,Heavy Fuel Oil,0,15538.51,94.18,1,1070.75,856.15
TRIP00281,Atlanta,Dallas,FedEx,LTL,Road,9/29/2025,70.83,51.53,Gasoline,0,7077.48,4.29,20,309.21,496.15
TRIP00282,Dallas,Los Angeles,UPS,LTL,Road,3/16/2025,146.1,166.7,Diesel,0,19551.58,20.89,26,1000.18,1151.12
TRIP00283,New York,Atlanta,UPS,,Air,11/18/2025,31.12,64.04,Jet Fuel,0,3432.9,11.35,11,640.44,498.88
TRIP00284,Chicago,Chicago,XPO Logistics,,Sea,11/26/2025,130.54,538.77,Heavy Fuel Oil,0,11936.06,62.04,9,2693.85,1675.65
TRIP00285,Los Angeles,New York,DHL,,Rail,3/19/2025,148.52,78.58,Diesel,0,14310.33,80.37,15,2619.36,1745.89
TRIP00286,Chicago,Tampa,Maersk,,Sea,11/20/2025,143.25,57.27,Heavy Fuel Oil,0,17906.85,55.21,26,286.34,761.31
TRIP00287,Dallas,Dallas,DHL,,Air,9/17/2025,23.88,146.87,Jet Fuel,0,911.01,17.24,14,1468.67,892.56
TRIP00288,Tampa,Dallas,Maersk,,Sea,1/20/2025,114.68,45.61,Heavy Fuel Oil,0,5017.35,16.79,13,228.04,344.37
TRIP00289,Tampa,Dallas,FedEx,,Rail,11/27/2025,144.25,30.62,Diesel,0,9456.63,74.68,29,1020.6,989.43
TRIP00290,Tampa,New York,Maersk,,Sea,10/25/2025,121.05,398.64,Heavy Fuel Oil,0,10014.09,55.98,18,1993.19,1376.88
TRIP00291,New York,Los Angeles,Maersk,,Air,10/20/2025,43.92,103.03,Jet Fuel,0,10895.32,49.83,28,1030.33,1013.07
TRIP00292,Los Angeles,Atlanta,XPO Logistics,,Rail,9/1/2025,152.88,61.7,Diesel,0,1536.75,4.03,1,2056.67,1069.07
TRIP00293,New York,Atlanta,Maersk,,Air,2/22/2025,82.33,56.39,Jet Fuel,0,19219.53,42.17,24,563.87,906.33
TRIP00294,Dallas,Los Angeles,XPO Logistics,,Air,11/27/2025,102.36,107.05,Jet Fuel,0,7483.67,98.78,24,1070.51,924.93
TRIP00295,Atlanta,Tampa,Maersk,FTL,Road,9/26/2025,92.73,261.05,Diesel,0,11802.36,3.91,2,1566.29,1039.19
TRIP00296,Dallas,Dallas,Maersk,,Rail,7/29/2025,178.66,78.8,Diesel,0,18023.97,42.75,10,2626.6,1773.78
TRIP00297,Dallas,Los Angeles,DHL,,Air,2/3/2025,117.37,88.74,Jet Fuel,0,7247.11,39,18,887.37,768.63
TRIP00298,Dallas,Tampa,DHL,,Sea,5/10/2025,112.32,442.54,Heavy Fuel Oil,0,2718.2,71.87,16,2212.68,1320.7
TRIP00299,Los Angeles,Los Angeles,DHL,LTL,Road,10/26/2025,155.25,319.33,Gasoline,0,7519.69,51.75,5,1915.99,1158.39
TRIP00300,Dallas,Los Angeles,UPS,,Sea,11/1/2025,110.8,300.44,Heavy Fuel Oil,0,5019.9,87.2,15,1502.22,1001.51
TRIP00301,Los Angeles,Tampa,XPO Logistics,,Rail,7/12/2025,76.48,52.78,Diesel,0,13286.16,10.43,17,1759.27,1315.36
TRIP00302,Los Angeles,Dallas,XPO Logistics,LTL,Road,11/27/2025,141.49,484.96,CNG,0,5236.86,66.02,1,2909.77,1569.62
TRIP00303,Dallas,Tampa,DHL,,Rail,4/3/2025,160.23,13.08,Diesel,0,19399.44,45.93,11,436.08,716.03
TRIP00304,Atlanta,Dallas,UPS,,Sea,4/26/2025,150.91,270.79,Heavy Fuel Oil,0,6684.7,45.43,12,1353.97,930.68
TRIP00305,Atlanta,Atlanta,DHL,,Air,2/21/2025,52.93,132.11,Jet Fuel,0,5049.41,62.1,1,1321.12,771.55
TRIP00306,New York,New York,DHL,,Air,11/13/2025,122.85,110.98,Jet Fuel,0,7649.24,60.95,15,1109.79,857.88
TRIP00307,Atlanta,New York,UPS,,Sea,3/25/2025,156.92,290.03,Heavy Fuel Oil,0,16898.99,80.76,28,1450.16,1343.06
TRIP00308,Atlanta,Los Angeles,Maersk,LTL,Road,7/30/2025,19.7,282.75,CNG,0,10844.13,4.38,14,1696.51,1205.14
TRIP00309,Atlanta,Chicago,Maersk,,Rail,4/30/2025,48.2,48.51,Diesel,0,18738.45,4.9,23,1616.95,1413.24
TRIP00310,New York,Atlanta,Maersk,,Rail,4/10/2025,17.07,17.43,Diesel,0,1862.26,11.23,19,581.03,517.76
TRIP00311,Dallas,Los Angeles,Maersk,,Sea,5/25/2025,12.95,97.52,Heavy Fuel Oil,0,19733.94,96.55,11,487.61,748.48
TRIP00312,Chicago,New York,UPS,,Sea,4/13/2025,97.65,200.65,Heavy Fuel Oil,0,19464.65,58.43,24,1003.24,1130.91
TRIP00313,New York,Atlanta,FedEx,,Rail,11/25/2025,34.4,44.76,Diesel,0,13370.6,14.83,13,1492.1,1143.46
TRIP00314,Chicago,Dallas,XPO Logistics,,Air,3/5/2025,25.96,282.25,Jet Fuel,0,14684.69,17.08,21,2822.47,1914.93
TRIP00315,Dallas,Tampa,DHL,FTL,Road,9/20/2025,53.4,0,Electric,3051.27,8930.63,86.95,22,2034.18,1415.7
TRIP00316,Chicago,Tampa,Maersk,FTL,Road,1/14/2025,51.51,333.64,Gasoline,0,19574.76,38.06,18,2001.82,1572.41
TRIP00317,New York,Dallas,Maersk,LTL,Road,7/11/2025,168.26,416.85,Gasoline,0,17305.72,77.08,27,2501.09,1866.66
TRIP00318,Tampa,Los Angeles,UPS,,Rail,3/12/2025,150.56,62.52,Diesel,0,13562.62,22.35,16,2084.1,1473.3
TRIP00319,Tampa,Dallas,UPS,,Sea,12/28/2025,179.9,403.51,Heavy Fuel Oil,0,11585.99,35.51,2,2017.57,1260.5
TRIP00320,Chicago,Chicago,FedEx,,Air,1/10/2025,137.91,19.22,Jet Fuel,0,19545.77,41.28,16,192.23,647.03
TRIP00321,Dallas,Atlanta,XPO Logistics,FTL,Road,2/26/2025,78.7,52.82,Diesel,0,5844.84,11.8,2,316.92,295.36
TRIP00322,Dallas,Tampa,UPS,,Air,8/3/2025,159.24,101.48,Jet Fuel,0,13385.11,80.98,18,1014.75,955.08
TRIP00323,Los Angeles,New York,FedEx,,Sea,2/26/2025,120.34,197.15,Heavy Fuel Oil,0,17391.12,38.19,22,985.73,1060.69
TRIP00324,Chicago,New York,XPO Logistics,,Air,10/22/2025,128.23,101.87,Jet Fuel,0,12641.15,61.37,15,1018.72,912.18
TRIP00325,Atlanta,Los Angeles,DHL,FTL,Road,1/1/2025,85.55,199.38,Diesel,0,9029,24.52,17,1196.25,948.71
TRIP00326,New York,Chicago,FedEx,FTL,Road,2/4/2025,115.31,15.54,CNG,0,11782.53,17.68,14,93.27,422.29
TRIP00327,New York,New York,Maersk,,Air,8/29/2025,154.02,141.73,Jet Fuel,0,7657.74,86.47,16,1417.31,1021.81
TRIP00328,Tampa,Los Angeles,DHL,,Sea,5/10/2025,77.8,549.4,Heavy Fuel Oil,0,16293.95,11.78,5,2747,1749.38
TRIP00329,Los Angeles,Tampa,FedEx,,Rail,6/26/2025,103.4,52.85,Diesel,0,10718.69,61.18,16,1761.51,1255.13
TRIP00330,Atlanta,Los Angeles,XPO Logistics,,Air,6/20/2025,43.28,225.33,Jet Fuel,0,14338.27,52.6,21,2253.28,1623.41
TRIP00331,Atlanta,Tampa,XPO Logistics,,Rail,6/23/2025,121.3,2.17,Diesel,0,12984.75,89.91,25,72.31,545.85
TRIP00332,Los Angeles,Atlanta,Maersk,,Sea,11/20/2025,27.24,234.24,Heavy Fuel Oil,0,4023.37,48.44,19,1171.22,856.08
TRIP00333,Atlanta,Atlanta,Maersk,,Air,1/19/2025,168.03,148.33,Jet Fuel,0,5209.85,29.2,27,1483.32,1115.86
TRIP00334,Dallas,Atlanta,UPS,,Air,1/22/2025,77.98,162.02,Jet Fuel,0,11660.55,9.87,18,1620.17,1223.3
TRIP00335,Dallas,Dallas,XPO Logistics,,Sea,8/31/2025,125.79,586.27,Heavy Fuel Oil,0,16481.16,52.73,7,2931.34,1865.29
TRIP00336,Dallas,Tampa,DHL,FTL,Road,1/25/2025,144.88,97.54,Gasoline,0,10550.75,71.2,24,585.24,743.63
TRIP00337,Dallas,Tampa,Maersk,,Rail,7/24/2025,147.02,17.89,Diesel,0,18363.27,43.03,22,596.42,885.48
TRIP00338,Los Angeles,Chicago,DHL,,Sea,4/6/2025,10.44,334.63,Heavy Fuel Oil,0,963.91,63.68,27,1673.17,1125.86
TRIP00339,Chicago,Los Angeles,DHL,,Sea,9/23/2025,46.05,386.41,Heavy Fuel Oil,0,10351.99,59.76,26,1932.06,1433.07
TRIP00340,Dallas,Tampa,FedEx,,Sea,8/9/2025,140.89,370.48,Heavy Fuel Oil,0,8279.47,84.15,8,1852.39,1171.78
TRIP00341,New York,Atlanta,DHL,,Rail,2/22/2025,149.84,50.76,Diesel,0,5187.34,30.9,24,1692.08,1189.79
TRIP00342,Tampa,Dallas,DHL,,Rail,8/17/2025,35.45,39,Diesel,0,13384.24,10.46,4,1300.03,957.7
TRIP00343,New York,Los Angeles,UPS,,Sea,12/20/2025,156.68,260.13,Heavy Fuel Oil,0,3144.38,24.29,12,1300.64,833.21
TRIP00344,Chicago,Dallas,FedEx,,Sea,6/30/2025,49.14,137.88,Heavy Fuel Oil,0,2004.72,3.34,15,689.38,534.78
TRIP00345,New York,Chicago,FedEx,,Rail,2/8/2025,111.06,19.75,Diesel,0,12795.42,26.43,13,658.25,715.03
TRIP00346,Los Angeles,Los Angeles,DHL,,Sea,9/20/2025,124.89,303.09,Heavy Fuel Oil,0,19756.93,14.51,21,1515.46,1362.87
TRIP00347,Los Angeles,Los Angeles,FedEx,LTL,Road,11/8/2025,178.51,226,Gasoline,0,8971.24,72.73,11,1356.02,967.43
TRIP00348,Tampa,Atlanta,UPS,,Air,11/27/2025,163.94,42.88,Jet Fuel,0,2171.78,72.71,10,428.76,357.82
TRIP00349,Dallas,Dallas,XPO Logistics,,Sea,1/17/2025,42.62,465.85,Heavy Fuel Oil,0,5371.42,64.88,4,2329.24,1312.05
TRIP00350,New York,Atlanta,DHL,,Sea,7/10/2025,85.21,200.79,Heavy Fuel Oil,0,4610.46,36.14,4,1003.95,634.18
TRIP00351,Chicago,Tampa,XPO Logistics,FTL,Road,7/23/2025,56.1,417.33,Gasoline,0,13425.09,7.92,21,2504,1730.5
TRIP00352,Atlanta,Tampa,UPS,,Air,9/13/2025,66.61,179.88,Jet Fuel,0,13634.63,23.85,26,1798.8,1432.09
TRIP00353,New York,Chicago,DHL,,Air,5/14/2025,179.23,202.5,Jet Fuel,0,19883.37,66.52,17,2024.99,1580.16
TRIP00354,Los Angeles,Chicago,XPO Logistics,FTL,Road,12/22/2025,172.8,227.79,Gasoline,0,6738.03,58.47,26,1366.74,1078.13
TRIP00355,Atlanta,Tampa,FedEx,FTL,Road,3/30/2025,79.61,94.52,Gasoline,0,13831.1,20.89,16,567.14,720.19
TRIP00356,Tampa,Los Angeles,DHL,,Rail,12/30/2025,123.03,38.91,Diesel,0,16453.95,1.12,16,1296.93,1137.54
TRIP00357,Tampa,New York,DHL,,Rail,3/22/2025,175.61,71.9,Diesel,0,18550.84,24.23,28,2396.58,1849.31
TRIP00358,Los Angeles,Los Angeles,DHL,LTL,Road,3/4/2025,153.15,18.18,Diesel,0,14769.89,77.09,1,109.08,359.94
TRIP00359,Atlanta,Chicago,DHL,,Air,10/11/2025,157,158.68,Jet Fuel,0,12509.36,9.82,7,1586.83,1113.6
TRIP00360,New York,Dallas,XPO Logistics,,Sea,3/8/2025,16.15,369.01,Heavy Fuel Oil,0,10186.08,16.77,29,1845.03,1416.24
TRIP00361,New York,Tampa,DHL,,Air,7/23/2025,68.87,94.42,Jet Fuel,0,5335.94,36.65,21,944.23,788.83
TRIP00362,Los Angeles,Los Angeles,XPO Logistics,,Sea,7/30/2025,170.21,151.04,Heavy Fuel Oil,0,10243.51,82.7,23,755.21,812.48
TRIP00363,Chicago,New York,UPS,,Air,6/12/2025,178.67,262.63,Jet Fuel,0,3319.11,78.84,15,2626.34,1529.55
TRIP00364,Los Angeles,Tampa,Maersk,,Sea,12/15/2025,101.75,512.34,Heavy Fuel Oil,0,4249.36,93.13,10,2561.7,1465.84
TRIP00365,New York,Dallas,XPO Logistics,LTL,Road,3/8/2025,147.01,317.07,Diesel,0,13518.65,53.72,14,1902.45,1361.6
TRIP00366,Tampa,New York,DHL,LTL,Road,3/24/2025,13.89,396.77,CNG,0,6163.11,9.01,21,2380.59,1523.56
TRIP00367,Atlanta,Dallas,FedEx,,Rail,5/9/2025,118.97,15.11,Diesel,0,4549.93,95.77,18,503.68,522.84
TRIP00368,Atlanta,Los Angeles,UPS,,Rail,11/17/2025,113.08,74.29,Diesel,0,2737.24,86.34,4,2476.32,1332.9
TRIP00369,Dallas,New York,XPO Logistics,,Air,11/25/2025,95.44,46.06,Jet Fuel,0,17975.41,83.1,20,460.63,789.82
TRIP00370,Atlanta,New York,UPS,FTL,Road,10/16/2025,91.3,0,Electric,1839.09,3012.84,37.39,8,1226.06,753.29
TRIP00371,Tampa,Tampa,XPO Logistics,,Air,5/16/2025,174.19,154.3,Jet Fuel,0,4727.77,8.92,12,1543.02,986.07
TRIP00372,Los Angeles,Atlanta,XPO Logistics,,Sea,11/24/2025,57.22,265.17,Heavy Fuel Oil,0,6305.14,51.11,18,1325.87,969.04
TRIP00373,Tampa,Chicago,DHL,,Rail,9/5/2025,120.53,76.85,Diesel,0,106.62,2.75,2,2561.77,1303.02
TRIP00374,Atlanta,Los Angeles,DHL,,Sea,8/21/2025,46,99.69,Heavy Fuel Oil,0,1320.86,78.3,10,498.47,375.65
TRIP00375,Tampa,Los Angeles,UPS,,Air,8/14/2025,177.23,147.96,Jet Fuel,0,15109.65,62.33,15,1479.57,1191.98
TRIP00376,Chicago,Chicago,UPS,,Sea,6/24/2025,27.18,151.12,Heavy Fuel Oil,0,2930.76,13.02,14,755.58,576.41
TRIP00377,New York,Atlanta,DHL,,Rail,6/26/2025,48.91,62.76,Diesel,0,1339.61,51.43,7,2091.88,1142.73
TRIP00378,Chicago,Atlanta,XPO Logistics,,Rail,10/15/2025,99.6,22.09,Diesel,0,4493.97,18.2,4,736.3,498.03
TRIP00379,Tampa,Dallas,Maersk,LTL,Road,5/17/2025,70.22,217.83,Diesel,0,2701.14,88.77,29,1306.95,997.5
