shipment_id,carrier_name,carrier_type,mode_of_transport,origin,destination,delivery_datetime,distance_traveled,idle_time,shipment_weight_lb,shipment_volume_cuft,fuel_consumed_gallons,electricity_kwh,invoice_amount_usd
SHP000194,DHL,LTL,Road,Miami,San Francisco,2025-04-15 09:13:00,313.64,4.4,7242.36,320.93,0.0,470.46,110.06
SHP000195,C.H. Robinson,0,Air,San Francisco,Chicago,2025-03-03 00:31:00,2173.66,2.4,10446.06,173.5,217.37,0.0,752.34
SHP000196,Schneider,0,Rail,Chicago,San Francisco,2025-09-30 22:14:00,490.56,7.36,23543.98,201.02,14.72,0.0,212.88
SHP000197,C.H. Robinson,FTL,Road,Tampa,San Francisco,2025-02-09 10:36:00,581.31,5.7,6557.38,293.53,0.0,871.96,112.08
SHP000198,Schneider,0,Ocean,Miami,Chicago,2025-02-28 12:01:00,4294.17,15.45,1215.35,436.19,858.83,0.0,134.9
SHP000199,C.H. Robinson,0,Rail,Boston,Miami,2025-12-20 11:05:00,1691.39,4.96,28017.71,461.33,50.74,0.0,308.71
SHP000200,J.B. Hunt,LTL,Road,Miami,San Francisco,2025-02-10 12:55:00,863.32,1.13,5826.44,303.75,143.89,0.0,161.86
SHP000201,UPS,0,Air,Dallas,Chicago,2025-03-28 02:32:00,1445.15,3.08,37407.5,462.86,144.52,0.0,1109.44
SHP000202,UPS,0,Rail,Atlanta,Chicago,2025-11-27 04:15:00,921.34,1.79,39401.23,419.61,27.64,0.0,361.28
SHP000203,UPS,0,Rail,San Francisco,New York,2025-03-30 19:09:00,399.46,7.45,34860.91,259.9,11.98,0.0,298.86
SHP000204,Schneider,0,Rail,Boston,Dallas,2025-10-16 18:28:00,1146.04,3.79,2663.08,168.26,34.38,0.0,78.61
SHP000205,J.B. Hunt,0,Air,Chicago,San Francisco,2025-02-04 15:28:00,2467.7,0.52,13673.22,199.69,246.77,0.0,890.39
SHP000206,Old Dominion,0,Air,Tampa,Dallas,2025-09-17 02:19:00,1750.97,3.72,14180.67,174.13,175.1,0.0,721.36
SHP000207,UPS,0,Ocean,Tampa,New York,2025-07-08 09:04:00,6031.26,11.95,9371.89,226.77,1206.25,0.0,227.8
SHP000208,FedEx,0,Ocean,Boston,San Francisco,2025-10-11 23:57:00,1556.43,5.88,20185.53,210.04,311.29,0.0,147.62
SHP000209,DHL,0,Ocean,Dallas,Chicago,2025-11-06 15:32:00,7361.34,9.97,23433.24,316.5,1472.27,0.0,338.01
SHP000210,DHL,FTL,Road,New York,Boston,2025-06-25 22:05:00,65.06,4.07,7532.42,480.57,10.84,0.0,80.53
SHP000211,Schneider,LTL,Road,Boston,Dallas,2025-11-09 05:23:00,220.96,2.63,990.69,498.44,36.83,0.0,36.42
SHP000212,FedEx,0,Air,Miami,Dallas,2025-06-23 21:38:00,1655.93,2.58,3149.52,375.23,165.59,0.0,476.97
SHP000213,C.H. Robinson,0,Air,New York,Dallas,2025-02-18 17:43:00,866.75,3.64,8603.02,96.15,86.68,0.0,388.75
SHP000214,DHL,0,Air,San Francisco,Miami,2025-12-03 19:55:00,398.68,2.15,22811.22,33.79,39.87,0.0,555.89
SHP000215,Schneider,0,Air,New York,Atlanta,2025-12-06 04:58:00,2393.92,2.09,21213.42,220.94,239.39,0.0,1022.75
SHP000216,J.B. Hunt,0,Air,Miami,New York,2025-11-01 22:05:00,1382.06,2.46,6631.99,91.78,138.21,0.0,478.15
SHP000217,UPS,0,Ocean,Atlanta,Boston,2025-03-07 21:44:00,6963.39,22.81,15245.72,136.1,1392.68,0.0,285.13
SHP000218,XPO Logistics,0,Ocean,Atlanta,Tampa,2025-07-05 09:11:00,5330.0,10.99,1502.76,78.92,1066.0,0.0,167.41
SHP000219,UPS,0,Air,Boston,New York,2025-04-26 04:09:00,2233.13,2.81,1570.29,111.76,223.31,0.0,589.69
SHP000220,FedEx,0,Air,New York,Atlanta,2025-10-04 23:56:00,923.9,2.85,1278.57,52.95,92.39,0.0,256.55
SHP000221,DHL,0,Air,Chicago,Atlanta,2025-07-12 04:10:00,2459.77,1.12,26283.47,119.85,245.98,0.0,1140.61
SHP000222,XPO Logistics,0,Rail,Boston,Tampa,2025-07-30 11:43:00,359.11,2.7,29029.54,427.99,10.77,0.0,250.19
SHP000223,XPO Logistics,0,Ocean,San Francisco,Boston,2025-08-18 07:34:00,6726.65,10.74,26889.36,103.29,1345.33,0.0,336.25
SHP000224,Old Dominion,0,Air,Boston,Miami,2025-04-10 11:43:00,1091.5,3.64,1013.58,43.67,109.15,0.0,293.15
SHP000225,C.H. Robinson,0,Ocean,San Francisco,Boston,2025-07-15 16:33:00,2059.15,2.58,7666.7,291.94,411.83,0.0,100.11
SHP000226,J.B. Hunt,0,Rail,Dallas,Boston,2025-11-06 04:55:00,874.28,7.25,32789.02,171.57,26.23,0.0,306.03
SHP000227,UPS,FTL,Road,Atlanta,San Francisco,2025-12-31 16:54:00,348.34,2.43,23816.65,134.76,58.06,0.0,266.03
SHP000228,DHL,0,Air,New York,Boston,2025-03-24 08:28:00,1985.2,1.93,22305.86,218.63,198.52,0.0,942.42
SHP000229,FedEx,0,Ocean,New York,Chicago,2025-08-19 11:59:00,2708.49,22.87,30662.43,70.92,541.7,0.0,234.57
SHP000230,C.H. Robinson,0,Ocean,Tampa,San Francisco,2025-09-15 11:15:00,7013.51,12.72,35834.81,400.13,1402.7,0.0,389.58
SHP000231,Schneider,FTL,Road,Dallas,Tampa,2025-02-20 22:41:00,539.0,0.38,11112.76,271.28,89.83,0.0,154.25
SHP000232,DHL,0,Rail,Chicago,Tampa,2025-05-27 15:44:00,1213.57,2.81,6004.56,417.63,36.41,0.0,108.71
SHP000233,J.B. Hunt,0,Ocean,Boston,San Francisco,2025-01-03 02:01:00,7883.02,13.57,7281.33,136.88,1576.6,0.0,272.9
SHP000234,UPS,0,Rail,Chicago,Atlanta,2025-11-08 16:27:00,229.43,7.4,5151.17,288.68,6.88,0.0,52.68
SHP000235,C.H. Robinson,0,Air,Dallas,Chicago,2025-03-04 01:15:00,1039.95,2.44,26231.11,415.04,104.0,0.0,784.61
SHP000236,FedEx,0,Ocean,New York,Tampa,2025-09-13 19:34:00,2048.16,2.24,5906.98,450.11,409.63,0.0,90.98
SHP000237,Schneider,0,Rail,Chicago,Dallas,2025-08-08 00:39:00,1598.22,5.18,24220.42,332.85,47.95,0.0,273.67
SHP000238,Schneider,0,Rail,Miami,New York,2025-12-07 21:05:00,480.59,7.4,17041.44,192.19,14.42,0.0,160.36
SHP000239,J.B. Hunt,LTL,Road,Miami,Boston,2025-11-22 12:23:00,646.76,0.52,1787.89,369.28,107.79,0.0,95.49
SHP000240,Schneider,FTL,Road,New York,Dallas,2025-12-03 20:06:00,145.22,3.72,10191.29,195.26,24.2,0.0,113.53
SHP000241,DHL,0,Rail,Tampa,Dallas,2025-10-07 10:52:00,661.91,3.49,28902.31,149.26,19.86,0.0,264.31
SHP000242,Old Dominion,0,Ocean,Boston,Atlanta,2025-04-04 04:04:00,4748.03,12.47,26715.01,468.48,949.61,0.0,276.02
SHP000243,J.B. Hunt,FTL,Road,Dallas,Tampa,2025-01-22 10:59:00,892.46,1.49,1731.73,131.87,148.74,0.0,88.71
SHP000244,J.B. Hunt,0,Ocean,Boston,Chicago,2025-01-19 20:12:00,4963.08,3.13,20106.47,298.82,992.62,0.0,249.42
SHP000245,UPS,0,Air,Tampa,Boston,2025-12-02 10:17:00,1202.46,3.2,4710.63,38.49,120.25,0.0,394.83
SHP000246,DHL,0,Air,Miami,Dallas,2025-08-14 12:21:00,2266.11,2.23,27691.89,217.98,226.61,0.0,1120.37
SHP000247,UPS,0,Ocean,Boston,Chicago,2025-09-23 08:51:00,2348.02,20.02,32076.93,347.65,469.6,0.0,230.83
SHP000248,J.B. Hunt,0,Ocean,New York,San Francisco,2025-11-05 05:34:00,2541.09,14.99,14758.47,46.7,508.22,0.0,150.03
SHP000249,J.B. Hunt,0,Air,New York,Tampa,2025-06-17 21:18:00,2776.75,0.98,38034.38,223.56,277.68,0.0,1454.88
SHP000250,Old Dominion,0,Ocean,Miami,New York,2025-12-20 14:22:00,1888.5,13.92,34981.36,366.38,377.7,0.0,231.56
SHP000251,C.H. Robinson,FTL,Road,Miami,Chicago,2025-01-30 02:42:00,977.55,4.04,27844.92,424.75,162.92,0.0,356.65
SHP000252,Old Dominion,0,Air,Chicago,Tampa,2025-03-15 19:43:00,974.1,2.21,9237.77,493.85,97.41,0.0,428.28
SHP000253,FedEx,LTL,Road,New York,Chicago,2025-07-07 11:24:00,1135.67,0.48,7099.92,462.7,189.28,0.0,207.28
SHP000254,UPS,0,Rail,Boston,Chicago,2025-07-10 14:48:00,488.92,4.98,36661.79,17.94,14.67,0.0,317.74
SHP000255,XPO Logistics,0,Rail,Atlanta,Dallas,2025-06-10 20:17:00,1315.87,3.08,37013.65,485.56,39.48,0.0,361.9
SHP000256,J.B. Hunt,LTL,Road,Chicago,San Francisco,2025-10-15 03:16:00,1135.91,2.98,8641.12,422.43,189.32,0.0,222.72
SHP000257,Old Dominion,0,Ocean,Dallas,Atlanta,2025-05-27 22:58:00,2893.25,20.24,1961.8,298.54,578.65,0.0,96.61
SHP000258,Old Dominion,0,Rail,New York,Chicago,2025-02-07 14:11:00,568.01,1.84,3539.65,348.45,17.04,0.0,56.72
SHP000259,J.B. Hunt,FTL,Road,Atlanta,Miami,2025-10-05 09:57:00,440.86,4.42,3081.58,158.33,0.0,661.29,66.08
SHP000260,UPS,0,Rail,Chicago,Boston,2025-07-05 16:14:00,1063.19,6.54,13090.72,313.32,31.9,0.0,157.89
SHP000261,Schneider,0,Rail,Chicago,New York,2025-09-10 00:23:00,1617.56,5.31,9701.9,13.18,48.53,0.0,158.49
SHP000262,C.H. Robinson,0,Ocean,Chicago,Atlanta,2025-02-14 02:19:00,7025.74,2.47,35050.72,264.94,1405.15,0.0,386.03
SHP000263,DHL,0,Ocean,Miami,Boston,2025-07-29 18:04:00,7543.01,19.57,39918.4,176.01,1508.6,0.0,425.88
SHP000264,Schneider,0,Air,New York,San Francisco,2025-08-27 21:33:00,2371.41,1.91,19455.09,314.13,237.14,0.0,981.95
SHP000265,FedEx,0,Rail,Chicago,Boston,2025-03-08 13:32:00,1597.88,7.89,30846.8,209.47,47.94,0.0,326.67
SHP000266,J.B. Hunt,LTL,Road,San Francisco,New York,2025-12-30 07:22:00,534.56,4.49,2501.95,56.13,0.0,801.84,89.17
SHP000267,J.B. Hunt,FTL,Road,Dallas,Miami,2025-05-21 04:40:00,457.82,1.9,12204.17,117.57,76.3,0.0,158.67
SHP000268,FedEx,LTL,Road,Chicago,New York,2025-11-06 10:53:00,98.41,0.35,9879.07,214.46,16.4,0.0,110.6
SHP000269,C.H. Robinson,LTL,Road,Tampa,Miami,2025-05-16 20:13:00,491.98,4.16,2299.8,475.03,82.0,0.0,82.04
SHP000270,C.H. Robinson,FTL,Road,San Francisco,Miami,2025-09-05 07:51:00,954.3,0.76,16994.44,439.68,159.05,0.0,246.29
SHP000271,Old Dominion,0,Air,Boston,Tampa,2025-12-19 01:10:00,2850.78,2.14,24729.75,84.35,285.08,0.0,1207.29
SHP000272,DHL,0,Ocean,Boston,Dallas,2025-04-15 10:38:00,7933.76,7.1,37737.91,325.17,1586.75,0.0,426.7
SHP000273,Schneider,0,Air,Atlanta,Miami,2025-06-26 12:08:00,1940.89,2.29,9611.46,89.09,194.09,0.0,677.45
SHP000274,UPS,FTL,Road,Dallas,San Francisco,2025-08-19 07:09:00,303.56,1.32,31293.59,175.71,0.0,455.34,337.22
SHP000275,Schneider,FTL,Road,Miami,Boston,2025-05-08 05:52:00,116.52,5.82,35409.54,463.95,19.42,0.0,363.42
SHP000276,Old Dominion,0,Air,Dallas,Boston,2025-03-23 15:32:00,2986.25,1.11,16151.56,379.36,298.62,0.0,1069.59
SHP000277,Old Dominion,0,Ocean,San Francisco,Dallas,2025-01-12 02:25:00,5720.15,5.39,32725.41,113.0,1144.03,0.0,335.23
SHP000278,J.B. Hunt,0,Rail,Dallas,Atlanta,2025-06-30 01:03:00,558.11,4.76,23921.13,290.46,16.74,0.0,219.27
SHP000279,UPS,0,Ocean,Boston,Chicago,2025-10-02 00:54:00,1186.15,21.3,10991.2,65.63,237.23,0.0,90.54
SHP000280,FedEx,0,Ocean,Chicago,Dallas,2025-07-07 12:23:00,7165.61,23.02,34554.04,404.95,1433.12,0.0,387.74
SHP000281,J.B. Hunt,0,Ocean,Tampa,Atlanta,2025-10-15 06:23:00,5414.31,14.12,3935.98,204.82,1082.86,0.0,182.11
SHP000282,UPS,FTL,Road,Boston,Miami,2025-11-16 21:39:00,478.59,1.74,29075.09,248.44,79.77,0.0,329.04
SHP000283,Schneider,0,Rail,New York,San Francisco,2025-07-11 10:35:00,329.67,2.54,27488.72,38.99,9.89,0.0,236.39
SHP000284,FedEx,0,Rail,Dallas,Atlanta,2025-09-18 12:32:00,1561.93,4.47,19483.17,296.61,46.86,0.0,233.96
SHP000285,DHL,LTL,Road,Chicago,Miami,2025-08-31 16:29:00,998.38,2.25,6828.46,283.3,166.4,0.0,188.09
SHP000286,J.B. Hunt,0,Rail,Atlanta,San Francisco,2025-06-13 05:25:00,627.25,7.15,31998.33,329.57,18.82,0.0,287.35
SHP000287,FedEx,0,Air,Boston,Atlanta,2025-10-16 09:30:00,2596.57,3.54,28480.34,418.67,259.66,0.0,1218.75
SHP000288,J.B. Hunt,0,Air,Atlanta,Miami,2025-02-26 13:37:00,2183.17,2.88,24935.15,376.61,218.32,0.0,1044.5
SHP000289,FedEx,FTL,Road,San Francisco,Miami,2025-10-24 18:14:00,232.4,5.32,34937.82,15.59,38.73,0.0,367.97
SHP000290,C.H. Robinson,0,Ocean,Chicago,Atlanta,2025-11-19 23:39:00,6693.63,4.84,13737.19,372.01,1338.73,0.0,269.49
SHP000291,XPO Logistics,0,Rail,Dallas,Tampa,2025-10-21 22:07:00,457.22,6.73,33369.3,254.23,13.72,0.0,289.82
SHP000292,Old Dominion,FTL,Road,Atlanta,Dallas,2025-12-20 06:26:00,57.34,1.9,24868.61,490.61,0.0,86.01,253.27
SHP000293,C.H. Robinson,LTL,Road,Dallas,Atlanta,2025-12-06 15:33:00,776.59,1.74,6394.96,270.45,129.43,0.0,157.14
SHP000294,Schneider,0,Air,Chicago,San Francisco,2025-09-30 10:34:00,2405.58,0.87,30560.6,271.09,240.56,0.0,1212.61
SHP000295,J.B. Hunt,0,Air,Boston,New York,2025-05-07 08:35:00,2900.08,1.7,25488.56,466.08,290.01,0.0,1234.79
SHP000296,Old Dominion,0,Rail,San Francisco,Boston,2025-05-28 22:13:00,364.02,7.56,27671.49,34.85,10.92,0.0,239.57
SHP000297,J.B. Hunt,0,Air,Boston,Chicago,2025-10-14 23:17:00,1112.6,2.98,3160.35,291.5,111.26,0.0,341.36
SHP000298,J.B. Hunt,FTL,Road,Miami,Boston,2025-03-16 09:02:00,447.77,3.82,2306.81,435.9,74.63,0.0,58.89
SHP000299,J.B. Hunt,FTL,Road,Boston,Atlanta,2025-09-03 06:12:00,1169.51,5.82,30111.25,65.91,194.92,0.0,394.67
SHP000300,XPO Logistics,0,Air,Chicago,Tampa,2025-11-12 23:37:00,2347.31,0.59,1373.88,162.48,234.73,0.0,614.31
SHP000301,XPO Logistics,0,Rail,Tampa,Miami,2025-09-29 07:40:00,981.83,6.39,27490.17,223.51,29.45,0.0,269.01
SHP000302,DHL,LTL,Road,Miami,Chicago,2025-02-21 21:49:00,364.67,5.98,4347.89,226.24,60.78,0.0,87.24
SHP000303,XPO Logistics,LTL,Road,Miami,Atlanta,2025-09-01 15:41:00,238.17,4.82,6982.77,111.16,39.7,0.0,98.41
SHP000304,UPS,0,Air,Atlanta,Chicago,2025-11-27 01:58:00,522.43,2.88,26353.19,137.36,52.24,0.0,657.67
SHP000305,FedEx,0,Rail,Tampa,Chicago,2025-08-02 05:59:00,1721.38,2.06,17577.22,471.86,51.64,0.0,226.69
SHP000306,J.B. Hunt,0,Ocean,Boston,New York,2025-05-29 01:00:00,3647.95,16.05,16204.98,137.83,729.59,0.0,190.46
SHP000307,DHL,FTL,Road,San Francisco,Dallas,2025-10-06 16:31:00,1181.57,2.6,35816.92,115.75,196.93,0.0,452.69
SHP000308,Old Dominion,0,Ocean,San Francisco,New York,2025-02-27 10:10:00,2098.29,2.68,26240.84,184.89,419.66,0.0,194.15
SHP000309,XPO Logistics,0,Air,Chicago,Tampa,2025-06-22 09:36:00,2633.77,2.16,38743.64,93.58,263.38,0.0,1433.32
SHP000310,UPS,0,Rail,Miami,Boston,2025-08-07 16:20:00,1589.8,6.44,30951.41,422.55,47.69,0.0,327.1
SHP000311,XPO Logistics,0,Ocean,New York,Chicago,2025-03-13 15:20:00,6207.68,15.78,5684.17,17.23,1241.54,0.0,214.65
SHP000312,FedEx,FTL,Road,Miami,New York,2025-05-17 10:19:00,1108.98,3.8,31963.22,241.28,184.83,0.0,408.35
SHP000313,UPS,0,Air,Atlanta,Miami,2025-05-01 01:42:00,616.73,0.94,27579.83,215.72,61.67,0.0,705.78
SHP000314,J.B. Hunt,0,Ocean,San Francisco,New York,2025-07-27 21:32:00,2003.94,12.82,3036.25,291.4,400.79,0.0,75.3
SHP000315,Old Dominion,FTL,Road,Atlanta,San Francisco,2025-03-10 15:09:00,359.34,4.84,12759.3,228.15,59.89,0.0,156.34
SHP000316,XPO Logistics,0,Air,Miami,Atlanta,2025-10-09 15:48:00,331.38,0.75,16003.5,240.49,33.14,0.0,402.91
SHP000317,Schneider,0,Rail,New York,Atlanta,2025-08-17 16:45:00,1160.03,3.04,27951.78,430.2,34.8,0.0,281.62
SHP000318,DHL,LTL,Road,Tampa,Boston,2025-09-16 06:36:00,946.83,0.48,4882.99,53.36,157.81,0.0,162.45
SHP000319,XPO Logistics,0,Rail,Atlanta,Boston,2025-09-24 14:07:00,587.27,7.91,6128.57,249.95,17.62,0.0,78.39
SHP000320,DHL,0,Ocean,New York,Atlanta,2025-08-17 01:29:00,5136.17,17.45,22606.12,5.88,1027.23,0.0,267.12
SHP000321,J.B. Hunt,0,Ocean,Boston,San Francisco,2025-01-30 17:29:00,2948.46,13.39,3970.73,175.96,589.69,0.0,108.31
SHP000322,FedEx,FTL,Road,San Francisco,Boston,2025-04-22 18:04:00,88.18,0.7,16178.47,67.23,0.0,132.27,168.84
SHP000323,UPS,0,Ocean,Atlanta,Miami,2025-02-02 17:03:00,4756.56,17.17,32123.17,100.87,951.31,0.0,303.31
SHP000324,DHL,0,Ocean,Tampa,Dallas,2025-07-29 05:49:00,1756.12,4.3,25638.99,353.53,351.22,0.0,180.88
SHP000325,UPS,0,Ocean,Atlanta,Dallas,2025-08-18 12:24:00,736.9,22.6,2552.87,271.11,147.38,0.0,34.87
SHP000326,DHL,0,Rail,Atlanta,Tampa,2025-04-02 17:25:00,1334.5,7.1,28706.43,401.06,40.03,0.0,296.38
SHP000327,C.H. Robinson,0,Rail,Tampa,Boston,2025-01-12 09:29:00,743.12,6.7,3664.54,447.51,22.29,0.0,66.47
SHP000328,J.B. Hunt,0,Ocean,Dallas,New York,2025-08-24 11:09:00,4606.94,19.98,18366.57,322.15,921.39,0.0,230.04
SHP000329,FedEx,0,Rail,New York,Tampa,2025-12-05 13:39:00,1042.24,6.12,3724.38,31.12,31.27,0.0,81.91
SHP000330,Old Dominion,0,Rail,Dallas,Tampa,2025-02-21 19:02:00,595.37,2.12,34935.45,110.39,17.86,0.0,309.25
SHP000331,FedEx,LTL,Road,Tampa,San Francisco,2025-10-04 06:48:00,1172.25,2.19,1943.86,395.06,195.38,0.0,160.11
SHP000332,Schneider,0,Rail,San Francisco,New York,2025-10-22 10:36:00,1253.93,4.49,22436.86,359.88,37.62,0.0,242.19
SHP000333,C.H. Robinson,0,Rail,San Francisco,New York,2025-12-05 16:14:00,565.53,7.97,39004.33,325.51,16.97,0.0,340.31
SHP000334,DHL,0,Air,San Francisco,Tampa,2025-10-13 18:56:00,838.76,2.88,3351.84,16.3,83.88,0.0,276.73
SHP000335,C.H. Robinson,0,Ocean,Boston,Tampa,2025-06-26 20:42:00,2432.62,12.18,34796.76,363.86,486.52,0.0,246.96
SHP000336,DHL,0,Air,Miami,Dallas,2025-03-18 09:24:00,2305.31,1.99,14164.43,186.15,230.53,0.0,859.62
SHP000337,DHL,0,Ocean,Dallas,Boston,2025-04-26 09:54:00,7907.37,2.88,34747.74,289.76,1581.47,0.0,410.96
SHP000338,DHL,0,Ocean,Tampa,Atlanta,2025-07-31 13:35:00,3789.62,17.96,19723.42,436.84,757.92,0.0,212.31
SHP000339,UPS,0,Ocean,Dallas,Chicago,2025-04-15 10:41:00,7255.26,11.28,11434.7,296.58,1451.05,0.0,274.83
SHP000340,XPO Logistics,0,Ocean,Atlanta,Tampa,2025-10-02 23:53:00,7342.73,6.63,25107.18,316.15,1468.55,0.0,345.82
SHP000341,XPO Logistics,FTL,Road,Miami,Atlanta,2025-01-21 02:12:00,893.08,1.01,28775.09,454.61,148.85,0.0,359.2
SHP000342,FedEx,0,Ocean,Dallas,Boston,2025-06-20 09:58:00,1847.62,7.23,38870.11,91.31,369.52,0.0,249.78
SHP000343,Old Dominion,0,Rail,Dallas,Miami,2025-03-02 23:48:00,1567.02,4.45,10265.63,435.5,47.01,0.0,160.48
SHP000344,J.B. Hunt,0,Rail,Dallas,San Francisco,2025-05-03 17:20:00,912.49,4.6,14689.72,296.88,27.37,0.0,163.14
SHP000345,J.B. Hunt,0,Ocean,Boston,San Francisco,2025-11-29 11:19:00,1726.43,10.6,38791.79,129.81,345.29,0.0,245.75
SHP000346,Schneider,0,Air,Boston,Dallas,2025-02-20 23:30:00,2073.19,1.64,31052.19,66.31,207.32,0.0,1139.34
SHP000347,XPO Logistics,0,Rail,Atlanta,Chicago,2025-07-31 01:36:00,1751.71,4.18,9823.99,37.67,52.55,0.0,166.18
SHP000348,C.H. Robinson,0,Rail,Tampa,Dallas,2025-10-11 18:37:00,471.61,4.64,13811.63,414.61,14.15,0.0,134.07
SHP000349,XPO Logistics,0,Air,Chicago,New York,2025-06-18 07:24:00,1463.4,1.37,24877.23,353.68,146.34,0.0,863.39
SHP000350,Old Dominion,0,Ocean,Atlanta,Chicago,2025-09-08 23:41:00,1752.81,5.69,1948.52,368.46,350.56,0.0,62.33
SHP000351,Old Dominion,0,Ocean,Chicago,Miami,2025-06-30 05:08:00,5478.53,12.44,33844.73,403.03,1095.71,0.0,333.58
SHP000352,FedEx,0,Rail,Tampa,Atlanta,2025-01-18 02:52:00,1136.57,7.08,8630.73,56.85,34.1,0.0,125.87
SHP000353,FedEx,FTL,Road,Chicago,Boston,2025-02-04 22:09:00,360.21,0.58,21481.2,468.37,60.03,0.0,243.63
SHP000354,Old Dominion,0,Rail,Boston,Chicago,2025-01-31 19:40:00,262.95,1.85,18361.86,467.0,7.89,0.0,160.04
SHP000355,FedEx,0,Ocean,Tampa,New York,2025-09-30 17:26:00,2871.17,13.16,2142.13,75.02,574.23,0.0,96.85
SHP000356,DHL,FTL,Road,San Francisco,Tampa,2025-12-24 21:27:00,1184.62,5.8,695.13,475.95,197.44,0.0,101.72
SHP000357,Schneider,LTL,Road,Chicago,New York,2025-09-27 08:52:00,784.99,5.24,4629.19,258.28,0.0,1177.49,140.49
SHP000358,XPO Logistics,0,Air,Miami,Tampa,2025-07-11 12:29:00,1619.89,2.83,6016.22,15.96,161.99,0.0,525.3
SHP000359,FedEx,0,Rail,San Francisco,Miami,2025-02-11 20:54:00,692.69,5.93,8473.21,337.04,20.78,0.0,102.42
SHP000360,DHL,FTL,Road,Miami,Dallas,2025-01-29 20:00:00,1165.4,0.79,27067.78,222.43,194.23,0.0,363.91
SHP000361,FedEx,FTL,Road,Miami,Atlanta,2025-10-17 03:57:00,1048.36,1.27,27858.73,419.22,174.73,0.0,362.46
SHP000362,J.B. Hunt,0,Rail,Dallas,Boston,2025-12-21 18:30:00,1711.38,5.78,20138.4,309.31,51.34,0.0,246.68
SHP000363,Schneider,LTL,Road,San Francisco,Atlanta,2025-01-17 05:59:00,1049.24,3.53,449.31,465.54,174.87,0.0,130.4
SHP000364,DHL,LTL,Road,Chicago,Boston,2025-07-23 02:19:00,842.96,4.14,2274.4,329.78,140.49,0.0,123.9
SHP000365,DHL,0,Rail,Miami,Atlanta,2025-10-04 10:24:00,830.18,5.56,4710.42,329.26,24.91,0.0,79.19
SHP000366,C.H. Robinson,FTL,Road,Tampa,New York,2025-02-08 10:38:00,1199.33,0.53,39098.38,204.05,199.89,0.0,486.93
SHP000367,XPO Logistics,0,Air,Tampa,Miami,2025-05-20 14:31:00,2651.03,3.24,22897.14,369.49,265.1,0.0,1120.7
SHP000368,C.H. Robinson,0,Air,Miami,Dallas,2025-04-06 21:37:00,2671.99,1.91,13417.81,334.13,267.2,0.0,936.35
SHP000369,DHL,FTL,Road,Dallas,Miami,2025-05-18 04:24:00,979.02,4.63,32013.64,218.36,0.0,1468.53,398.46
SHP000370,J.B. Hunt,0,Ocean,Atlanta,Chicago,2025-02-24 02:00:00,6633.76,4.64,22007.32,3.87,1326.75,0.0,309.05
SHP000371,UPS,0,Ocean,Atlanta,Boston,2025-05-19 03:08:00,2934.39,10.06,16148.82,348.04,586.88,0.0,168.78
SHP000372,C.H. Robinson,0,Rail,Miami,Dallas,2025-10-13 17:32:00,821.69,4.14,9882.99,187.25,24.65,0.0,120.15
SHP000373,Schneider,LTL,Road,New York,Dallas,2025-11-02 19:50:00,311.36,0.67,6093.97,334.44,51.89,0.0,98.3
SHP000374,UPS,0,Ocean,Tampa,Dallas,2025-07-31 12:49:00,5146.18,12.2,15501.54,431.8,1029.24,0.0,231.89
SHP000375,J.B. Hunt,0,Rail,Chicago,Miami,2025-07-14 05:08:00,1030.53,4.35,1512.86,171.28,30.92,0.0,63.63
SHP000376,C.H. Robinson,0,Air,San Francisco,Dallas,2025-03-16 02:10:00,1326.53,1.9,23416.81,267.27,132.65,0.0,799.97
SHP000377,J.B. Hunt,0,Air,Miami,Chicago,2025-09-05 02:23:00,1941.34,3.18,32612.94,359.34,194.13,0.0,1137.59
SHP000378,UPS,0,Rail,Boston,San Francisco,2025-11-12 06:29:00,1728.84,1.13,8233.23,4.77,51.87,0.0,152.31
SHP000379,C.H. Robinson,0,Rail,San Francisco,Tampa,2025-07-22 10:53:00,1235.96,7.29,10117.55,463.59,37.08,0.0,142.74
SHP000380,DHL,0,Air,Boston,Chicago,2025-08-09 20:38:00,462.72,3.77,14389.1,51.61,46.27,0.0,403.46
SHP000381,Schneider,0,Air,Atlanta,San Francisco,2025-12-22 06:30:00,1611.85,1.4,11752.48,154.34,161.19,0.0,638.01
SHP000382,Old Dominion,0,Rail,Miami,Chicago,2025-05-30 23:44:00,1484.84,4.77,12796.65,305.56,44.55,0.0,176.62
SHP000383,UPS,0,Rail,Atlanta,Dallas,2025-05-24 12:23:00,1345.84,2.91,16835.19,61.82,40.38,0.0,201.97
SHP000384,Old Dominion,0,Rail,Chicago,Miami,2025-10-09 00:46:00,489.84,5.77,7666.81,263.06,14.7,0.0,85.83
SHP000385,C.H. Robinson,0,Rail,Boston,Miami,2025-05-30 22:04:00,1334.47,1.75,22908.83,129.02,40.03,0.0,249.99
SHP000386,DHL,0,Ocean,Chicago,Miami,2025-06-05 07:16:00,7721.95,12.64,32336.71,275.56,1544.39,0.0,393.34
SHP000387,C.H. Robinson,0,Ocean,Miami,Tampa,2025-08-18 19:30:00,825.59,15.93,38080.43,301.2,165.12,0.0,215.17
SHP000388,UPS,0,Ocean,Tampa,Boston,2025-07-04 22:57:00,6643.92,21.45,9509.15,106.81,1328.78,0.0,246.86
